trade_id,strategy_key,direction,entry_time,entry_price,outcome,hold_bars,net_pnl_dol,equity_after_trade,drawdown_pct_after_trade
1,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672668003,11040.0,win,32,66.61538696289062,1066.6153869628906,0.0
2,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672686104,10960.0,win,41,27.217391967773438,1093.832778930664,0.0
3,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672713801,11016.0,loss,11,-1.75,1092.082778930664,0.15998789154141166
4,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672718411,11024.0,loss,3,-11.40000057220459,1080.6827783584595,1.2021947801802109
5,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672718877,11000.0,loss,4,-11.75,1068.9327783584595,2.2763991948154034
6,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672719621,11024.0,loss,1,-11.272727966308594,1057.6600503921509,3.306970611529471
7,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672720806,11032.0,loss,7,-11.076924324035645,1046.5831260681152,4.31964133573875
8,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672723860,11008.0,loss,4,-11.75,1034.8331260681152,5.393845750373942
9,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672723931,11024.0,loss,1,-11.076924324035645,1023.7562017440796,6.406516474583222
10,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672724259,11040.0,loss,13,-1.1666667461395264,1022.5895349979401,6.513175076209704
11,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672724714,11032.0,loss,1,-11.75,1010.8395349979401,7.587379490844897
12,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672729111,10896.0,loss,3,-11.40000057220459,999.4395344257355,8.629586379483696
13,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672729431,10872.0,win,36,36.400001525878906,1035.8395359516144,5.301838095923962
14,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672734833,10824.0,loss,1,-11.40000057220459,1024.4395353794098,6.344044984562762
15,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672735191,10800.0,loss,10,-9.40000057220459,1015.0395348072052,7.203408568582804
16,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672737960,10816.0,loss,1,-11.555557250976562,1003.4839775562286,8.259836705822696
17,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672741898,10800.0,loss,2,-11.555557250976562,991.9284203052521,9.316264843062589
18,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672742511,10824.0,win,33,38.25,1030.178420305252,5.819386642228877
19,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672746941,10848.0,loss,2,-4.2727274894714355,1025.9056928157806,6.210006449184056
20,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672754558,10864.0,win,30,32.166664123535156,1058.0723569393158,3.269276865729679
21,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672796403,10896.0,loss,1,-10.933334350585938,1047.1390225887299,4.268820357311127
22,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672797248,10920.0,loss,6,-7.833333492279053,1039.3056890964508,4.984956648265669
23,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672801704,10904.0,loss,3,-7.909091472625732,1031.396597623825,5.708018858959126
24,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672805043,10928.0,loss,12,-8.545454978942871,1022.8511426448822,6.489258472869484
25,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672810290,10912.0,loss,8,-9.40000057220459,1013.4511420726776,7.348622056889528
26,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672810514,10928.0,loss,4,-5.875,1007.5761420726776,7.8857242642071235
27,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672810813,10944.0,loss,5,-11.40000057220459,996.176141500473,8.927931152845924
28,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672811029,10912.0,loss,8,-9.40000057220459,986.7761409282684,9.787294736865967
29,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672811420,10928.0,loss,1,-11.40000057220459,975.3761403560638,10.829501625504765
30,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672811488,10904.0,loss,1,-11.272727966308594,964.1034123897552,11.860073042218833
31,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672812127,10904.0,loss,6,-8.545454978942871,955.5579574108124,12.641312656129191
32,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672812190,10888.0,win,25,58.25,1013.8079574108124,7.316001409107918
33,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672813340,10816.0,loss,7,-11.166666984558105,1002.6412904262543,8.3368765556248
34,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672813847,10808.0,loss,2,-11.75,990.8912904262543,9.411080970259993
35,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672814188,10840.0,loss,1,-11.555557250976562,979.3357331752777,10.467509107499886
36,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672814293,10816.0,loss,1,-11.272727966308594,968.0630052089691,11.498080524213952
37,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672814631,10840.0,win,29,78.25,1046.3130052089691,4.3443362310051175
38,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672822861,10896.0,loss,1,-11.076924324035645,1035.2360808849335,5.357006955214397
39,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672823264,10920.0,loss,11,-1.1666667461395264,1034.069414138794,5.463665556840878
40,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672826409,10944.0,loss,1,-11.75,1022.319414138794,6.537869971476071
41,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672826501,10928.0,win,15,10.428571701049805,1032.7479858398438,5.584472715339276
42,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672826703,10920.0,loss,5,-10.823530197143555,1021.9244556427002,6.573977729782589
43,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672826885,10896.0,loss,10,-5.529412269592285,1016.3950433731079,7.079485735768463
44,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672827301,10912.0,loss,1,-11.75,1004.6450433731079,8.153690150403655
45,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672827715,10896.0,win,18,16.14285659790039,1020.7878999710083,6.677883527230256
46,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672828890,10880.0,loss,1,-11.272727966308594,1009.5151720046997,7.708454943944323
47,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672828933,10856.0,loss,1,-11.0,998.5151720046997,8.714093119347483
48,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672829513,10880.0,win,14,4.400000095367432,1002.9151721000671,8.31183784046757
49,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672831323,10880.0,loss,1,-11.555557250976562,991.3596148490906,9.368265977707463
50,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672831615,10872.0,loss,13,-1.0,990.3596148490906,9.459687630016841
51,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672833290,10880.0,loss,11,-1.4000000953674316,988.9596147537231,9.587677951968617
52,EMA 34_two_confirm_candle_MAexit34,short,1970-01-01T00:00:01.672851869,10872.0,loss,4,-11.75,977.2096147537231,10.66188236660381
53,EMA 34_two_confirm_candle_MAexit34,long,1970-01-01T00:00:01.672859950,10888.0,loss,4,-10.444445610046387,966.7651691436768,11.616730841729682
