key,ma_type,entry_ma_value,entry_mode,stop_type,exit_type,rr_value,exit_ma_value,trades,resolved,wins,losses,unresolved,wr,gross_profit_pts,gross_loss_pts,gross_profit_dol,gross_loss_dol,commission_total,slippage_total,net_profit,pf_dol,expectancy_dol,expectancy_R,avg_win_pts,avg_loss_pts,avg_win_dol,avg_loss_dol,max_dd_dol,max_dd_pct,mls,final_balance,avg_hold,med_hold,sharpe,sortino,long_trades,long_wr,long_pf,long_net,long_ev,short_trades,short_wr,short_pf,short_net,short_ev
SMA  9_one_break_candle_MAexit9,SMA,9,one_break,candle,ma_close,,9,67430,67429,16391,51038,1,24.30853193729701,591944.0,494379.0,388146.625,381393.59375,37466.12890625,28099.59765625,6753.04345703125,1.0177062000009014,0.10015043166932996,0.010015043166932996,36.11396408081055,-9.686488151550293,23.680472515404794,-7.472737837493632,11195.60546875,187.1155548095703,27,7751.263671875,4.4421243085319375,2.0,1.3179704932616998,7.04684910840316,33720,24.602609727164886,1.0517238418749366,9836.8310546875,0.2917209684071026,33709,24.014358183274496,0.9838726046737921,-3083.785400390625,-0.09148255363228291
SMA  9_two_confirm_fixed_6_RR2,SMA,9,two_confirm,fixed_6,fixed_RR,2,,47294,47294,14013,33281,0,29.629551317291835,168156.0,199686.0,247562.921875,410465.625,63058.66015625,47294.0,-162902.6875,0.6031270508340376,-3.444468378652683,-0.3444468378652683,12.0,-6.0,17.66666109148648,-12.333332081367747,162977.828125,15165.431640625,41,-161897.8125,1.4419799551740178,1.0,-54.68223799278729,-785461900.3035278,23600,30.0635593220339,0.6157591918173441,-78216.6796875,-3.31426608845339,23694,29.197265130412763,0.5906988793715926,-84686.015625,-3.5741544536591543
SMA  9_two_confirm_fixed_6_RR3,SMA,9,two_confirm,fixed_6,fixed_RR,3,,47293,47293,13048,34245,0,27.589706721925022,234864.0,205470.0,360994.5625,422355.0,63057.328125,47293.0,-61360.359375,0.8547183352866664,-1.2974511952085932,-0.12974511952085932,18.0,-6.0,27.666658683323114,-12.333333333333334,61823.31640625,4625.185546875,41,-60344.83203125,1.7385659611358975,1.0,-15.78177220446638,0.0,23599,28.068985973981945,0.8753601592484894,-26094.34765625,-1.1057395506695198,23694,27.112349117920147,0.8344290565551635,-35266.01171875,-1.4883941807525112
SMA  9_two_confirm_fixed_6_RR4,SMA,9,two_confirm,fixed_6,fixed_RR,4,,47274,47274,10514,36760,0,22.2405550619791,252336.0,220560.0,396027.3125,453373.375,63031.9921875,47274.0,-57345.98046875,0.8735125050076,-1.2130553891938487,-0.12130553891938486,24.0,-6.0,37.666664685181665,-12.333334466811753,57688.30078125,4352.73779296875,41,-56337.6328125,1.8601979946693743,1.0,-12.684471935863687,-138280747.51315707,23592,22.79162427941675,0.901545225428142,-22117.990234375,-0.9375207796869701,23682,21.69158010303184,0.8459786142929713,-35227.98828125,-1.4875427869795625
SMA  9_two_confirm_fixed_6_RR5,SMA,9,two_confirm,fixed_6,fixed_RR,5,,46916,46916,8784,38132,0,18.722823770142384,263520.0,228792.0,418703.96875,470294.6875,62554.66015625,46916.0,-51590.64453125,0.890301293803154,-1.099638599438358,-0.1099638599438358,30.0,-6.0,47.66666310906193,-12.333333879681108,52000.90625,3976.616943359375,41,-50586.7578125,2.2187100349560915,1.0,-10.176283561354342,-249752802.92653617,23418,19.06653001964301,0.910495395928246,-20921.990234375,-0.8934149045339056,23498,18.380287684058217,0.870345094088796,-30668.658203125,-1.3051603627170398
SMA  9_two_confirm_fixed_6_RR6,SMA,9,two_confirm,fixed_6,fixed_RR,6,,46346,46346,7476,38870,0,16.130841928105983,269136.0,233220.0,431116.0625,479396.6875,61794.66015625,46346.0,-48280.65625,0.8992887805466949,-1.0417437589004446,-0.10417437589004445,36.0,-6.0,57.66667502675227,-12.33333386930795,48674.8125,4058.488037109375,46,-47279.671875,2.5502092953005655,1.0,-8.710424323290178,-235161893.1158047,23119,16.37614083654137,0.9156421594447562,-20114.326171875,-0.8700344379893161,23227,15.886683600981616,0.8831061591421578,-28166.326171875,-1.2126545043214794
SMA  9_two_confirm_fixed_6_MAexit9,SMA,9,two_confirm,fixed_6,ma_close,,9,46889,46889,7525,39364,0,16.048540169336093,284272.0,223638.0,456228.3125,464579.375,62518.66015625,46889.0,-8351.005859375,0.982024465679304,-0.1781015986558681,-0.01781015986558681,37.77701187133789,-5.6812825202941895,60.628347176079735,-11.802138375165125,19106.642578125,998.8172607421875,62,-7348.595703125,3.317537162234213,1.0,-1.050634810838748,-17.196036660988508,23400,16.22222222222222,1.0040183426960279,926.66357421875,0.03960100744524573,23489,15.875516199071907,0.9603478124289626,-9277.669921875,-0.3949793487110988
SMA  9_two_confirm_fixed_8_RR2,SMA,9,two_confirm,fixed_8,fixed_RR,2,,47294,47294,16672,30622,0,35.251828984649215,266752.0,244976.0,304264.0,359808.5,47294.0,35470.5,-55544.5,0.8456276046841584,-1.1744513046052354,-0.11744513046052354,16.0,-8.0,18.25,-11.75,55758.75,4616.74609375,21,-54544.5,1.5148433205057723,2.0,-17.820185429353224,0.0,23600,35.656779661016955,0.860724819425665,-24850.0,-1.0529661016949152,23694,34.84848484848485,0.830776843146957,-30694.5,-1.2954545454545454
SMA  9_two_confirm_fixed_8_RR3,SMA,9,two_confirm,fixed_8,fixed_RR,3,,47260,47260,12802,34458,0,27.088446889547185,307248.0,275664.0,361656.5,404881.5,47260.0,35445.0,-43225.0,0.8932403678607197,-0.9146212441811257,-0.09146212441811256,24.0,-8.0,28.25,-11.75,43410.75,3712.7001953125,31,-42225.0,2.0179009733389757,2.0,-11.18504931609712,0.0,23587,27.53211514817484,0.9134285404875208,-17387.25,-0.7371539407300631,23673,26.646390402568326,0.8733684165385251,-25837.75,-1.0914438389726693
SMA  9_two_confirm_fixed_8_RR4,SMA,9,two_confirm,fixed_8,fixed_RR,4,,46528,46528,10184,36344,0,21.8878954607978,325888.0,290752.0,389538.0,427042.0,46528.0,34896.0,-37504.0,0.9121772565696115,-0.8060522696011004,-0.08060522696011005,32.0,-8.0,38.25,-11.75,37708.25,3331.11767578125,36,-36504.0,2.5168715612104537,2.0,-8.409868360369101,0.0,23215,22.003015291837176,0.9183282825849648,-17376.25,-0.7484923540814129,23313,21.77325955475486,0.9060700773153479,-20127.75,-0.8633702226225711
SMA  9_two_confirm_fixed_8_RR5,SMA,9,two_confirm,fixed_8,fixed_RR,5,,45336,45336,8305,37031,0,18.31877536615493,332200.0,296248.0,400716.25,435114.25,45336.0,34002.0,-34398.0,0.9209449012529468,-0.7587347803070408,-0.07587347803070407,40.0,-8.0,48.25,-11.75,34931.0,2958.373779296875,50,-33398.0,3.022741309334745,2.0,-6.960669039434893,0.0,22594,18.465079224572893,0.9299657902092087,-15159.5,-0.6709524652562627,22742,18.173423621493274,0.9120146623173642,-19238.5,-0.8459458271040365
SMA  9_two_confirm_fixed_8_RR6,SMA,9,two_confirm,fixed_8,fixed_RR,6,,44077,44077,6964,37113,0,15.799623386346621,334272.0,296904.0,405653.0,436077.75,44077.0,33057.75,-30424.75,0.9302309049246379,-0.6902636295573655,-0.06902636295573655,48.0,-8.0,58.25,-11.75,31216.5,2684.1357421875,50,-29424.75,3.5201579054835856,2.0,-5.676002353270477,0.0,21984,15.893377001455605,0.936793896643384,-13732.0,-0.6246360989810772,22093,15.706332322455077,0.9237147841664562,-16692.75,-0.7555673742814466
