group,n_configs,avg_net,median_net,avg_pf,median_pf,avg_evR,pct_profitable
SMA,504,-9823.768306792728,-4833.3857421875,0.9666012374478645,0.9704547808171253,-0.029829416948920492,37.301587301587304
EMA,504,-11509.196704925052,-5727.623046875,0.9628703194846294,0.9652605072619354,-0.033087459401566086,33.92857142857143
HMA,504,-24642.62772563147,-12110.6689453125,0.9444177630385319,0.9503074716085391,-0.04910277504807795,23.214285714285715
