trade_id,strategy_key,direction,entry_time,entry_price,outcome,hold_bars,net_pnl_dol,equity_after_trade,drawdown_pct_after_trade
1,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672724916,10992.0,loss,4,-12.333333015441895,987.6666669845581,1.2333333015441894
2,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672742838,10856.0,loss,1,-12.333333015441895,975.3333339691162,2.466666603088379
3,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672743388,10848.0,loss,1,-12.333333015441895,963.0000009536743,3.6999999046325684
4,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672743756,10848.0,loss,1,-12.333333015441895,950.6666679382324,4.933333206176758
5,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672744294,10872.0,loss,4,-12.333333015441895,938.3333349227905,6.166666507720947
6,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672754558,10864.0,win,84,37.66666793823242,976.000002861023,2.399999713897705
7,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672811081,10880.0,loss,1,-12.333333015441895,963.666669845581,3.633333015441895
8,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672811203,10904.0,loss,1,-12.333333015441895,951.3333368301392,4.866666316986084
9,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672811768,10880.0,loss,1,-12.333333015441895,939.0000038146973,6.099999618530274
10,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672812130,10912.0,loss,4,-12.333333015441895,926.6666707992554,7.333332920074463
11,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672812190,10888.0,loss,53,-2.3333334922790527,924.3333373069763,7.566666269302368
12,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672816239,10896.0,loss,1,-12.333333015441895,912.0000042915344,8.799999570846557
13,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672826559,10872.0,loss,2,-12.333333015441895,899.6666712760925,10.033332872390748
14,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672826651,10896.0,loss,10,-12.333333015441895,887.3333382606506,11.266666173934937
15,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672826981,10872.0,loss,1,-12.333333015441895,875.0000052452087,12.499999475479125
16,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672827086,10896.0,loss,1,-12.333333015441895,862.6666722297668,13.733332777023316
17,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672827213,10904.0,loss,10,-12.333333015441895,850.333339214325,14.966666078567506
18,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672827920,10872.0,loss,16,-12.333333015441895,838.000006198883,16.19999938011169
19,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672829765,10904.0,loss,1,-12.333333015441895,825.6666731834412,17.433332681655884
20,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672831268,10888.0,loss,2,-12.333333015441895,813.3333401679993,18.666665983200073
21,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672833526,10912.0,loss,1,-12.333333015441895,801.0000071525574,19.89999928474426
22,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672848003,10888.0,loss,8,-12.333333015441895,788.6666741371155,21.133332586288454
23,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672860847,10904.0,loss,1,-12.333333015441895,776.3333411216736,22.366665887832642
24,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672869173,10880.0,loss,4,-12.333333015441895,764.0000081062317,23.59999918937683
25,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672877910,10896.0,loss,1,-12.333333015441895,751.6666750907898,24.83333249092102
26,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672880347,10904.0,loss,2,-12.333333015441895,739.3333420753479,26.06666579246521
27,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672892107,10880.0,loss,2,-12.333333015441895,727.000009059906,27.299999094009397
28,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672892111,10896.0,loss,1,-12.333333015441895,714.6666760444641,28.53333239555359
29,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672892138,10872.0,loss,1,-12.333333015441895,702.3333430290222,29.76666569709778
30,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672893003,10864.0,win,139,104.33332824707031,806.6666712760925,19.333332872390745
31,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672910527,10808.0,loss,2,-12.333333015441895,794.3333382606506,20.566666173934937
32,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672912869,10792.0,loss,1,-12.333333015441895,782.0000052452087,21.799999475479126
33,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672914990,10808.0,loss,6,-12.333333015441895,769.6666722297668,23.033332777023315
34,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672916987,10776.0,loss,1,-12.333333015441895,757.333339214325,24.266666078567507
35,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672936968,10800.0,loss,2,-12.333333015441895,745.000006198883,25.499999380111692
36,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672950317,10776.0,loss,1,-12.333333015441895,732.6666731834412,26.733332681655884
37,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672979411,10784.0,loss,26,-12.333333015441895,720.3333401679993,27.966665983200073
38,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672979438,10768.0,loss,1,-12.333333015441895,708.0000071525574,29.19999928474426
39,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672979444,10792.0,loss,12,-12.333333015441895,695.6666741371155,30.433332586288454
40,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672979511,10768.0,loss,4,-12.333333015441895,683.3333411216736,31.66666588783264
41,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672979566,10792.0,loss,1,-12.333333015441895,671.0000081062317,32.899999189376835
42,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672979592,10768.0,loss,6,-12.333333015441895,658.6666750907898,34.13333249092102
43,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672979772,10760.0,loss,4,-12.333333015441895,646.3333420753479,35.366665792465206
44,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672979884,10784.0,loss,1,-12.333333015441895,634.000009059906,36.5999990940094
45,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672979945,10760.0,loss,1,-12.333333015441895,621.6666760444641,37.83333239555359
46,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672980060,10784.0,loss,1,-12.333333015441895,609.3333430290222,39.06666569709778
47,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672980155,10792.0,loss,1,-12.333333015441895,597.0000100135803,40.29999899864197
48,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672983047,10784.0,loss,1,-12.333333015441895,584.6666769981384,41.53333230018616
49,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672983099,10808.0,loss,14,-12.333333015441895,572.3333439826965,42.766665601730345
50,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672983437,10792.0,loss,36,-12.333333015441895,560.0000109672546,43.99999890327454
51,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672984808,10776.0,loss,1,-12.333333015441895,547.6666779518127,45.23333220481873
52,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672984936,10808.0,loss,2,-12.333333015441895,535.3333449363708,46.466665506362915
53,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.672985010,10784.0,loss,2,-12.333333015441895,523.000011920929,47.69999880790711
54,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.672985261,10808.0,win,253,611.0,1134.000011920929,0.0
55,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673261778,11168.0,win,108,64.33332824707031,1198.3333401679993,0.0
56,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673328828,11136.0,loss,10,-12.333333015441895,1186.0000071525574,1.0292071998691812
57,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673329384,11128.0,loss,1,-12.333333015441895,1173.6666741371155,2.0584143997383624
58,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673329565,11096.0,loss,6,-12.333333015441895,1161.3333411216736,3.087621599607543
59,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673329756,11112.0,loss,1,-12.333333015441895,1149.0000081062317,4.116828799476725
60,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673329865,11088.0,loss,2,-12.333333015441895,1136.6666750907898,5.146035999345906
61,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673329980,11104.0,loss,37,-2.3333334922790527,1134.3333415985107,5.340750893279503
62,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673332269,11096.0,loss,1,-12.333333015441895,1122.0000085830688,6.369958093148684
63,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673333496,11112.0,loss,2,-12.333333015441895,1109.666675567627,7.399165293017865
64,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673336009,11104.0,loss,1,-12.333333015441895,1097.333342552185,8.428372492887046
65,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673337378,11128.0,loss,1,-12.333333015441895,1085.0000095367432,9.457579692756228
66,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673337606,11104.0,loss,4,-12.333333015441895,1072.6666765213013,10.486786892625409
67,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673338269,11128.0,loss,2,-12.333333015441895,1060.3333435058594,11.51599409249459
68,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673339529,11136.0,win,193,290.9999694824219,1351.3333129882812,0.0
69,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673497819,11304.0,loss,18,-12.333333015441895,1338.9999799728394,0.9126788259344013
70,SMA144_two_confirm_fixed_6_MAexit144,long,1970-01-01T00:00:01.673497872,11336.0,loss,8,-12.333333015441895,1326.6666469573975,1.8253576518688026
71,SMA144_two_confirm_fixed_6_MAexit144,short,1970-01-01T00:00:01.673497909,11320.0,loss,4,-12.333333015441895,1314.3333139419556,2.7380364778032042
