trade_id,strategy_key,direction,entry_time,entry_price,outcome,hold_bars,net_pnl_dol,equity_after_trade,drawdown_pct_after_trade
1,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672733198,10808.0,loss,1,-11.555557250976562,988.4444427490234,1.1555557250976562
2,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672733253,10792.0,loss,3,-0.6086956262588501,987.8357471227646,1.2164252877235413
3,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672734256,10792.0,loss,10,-10.699999809265137,977.1357473134995,2.286425268650055
4,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672735566,10768.0,loss,1,-10.933334350585938,966.2024129629135,3.3797587037086485
5,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672735631,10784.0,win,91,58.21052932739258,1024.412942290306,0.0
6,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672796403,10896.0,loss,1,-10.933334350585938,1013.4796079397202,1.067278037911353
7,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672796516,10912.0,loss,7,-0.6363636255264282,1012.8432443141937,1.1293978725264537
8,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672801325,10912.0,loss,1,-11.40000057220459,1001.4432437419891,2.242230413153803
9,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672805043,10928.0,loss,7,-1.2727272510528564,1000.1705164909363,2.3664700823840046
10,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672808139,10928.0,loss,1,-10.235295295715332,989.935221195221,3.365607722409522
11,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672808541,10944.0,loss,2,-4.2727274894714355,985.6624937057495,3.7826980688003817
12,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672810165,10936.0,loss,21,-7.909091472625732,977.7534022331238,4.55475893860384
13,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672810834,10952.0,loss,2,-8.545454978942871,969.2079472541809,5.3889396313855595
14,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672810904,10944.0,win,36,11.300000190734863,980.5079474449158,4.285868816458996
15,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672812144,10920.0,loss,2,-11.75,968.7579474449158,5.432867210849663
16,HMA200_one_break_candle_MAexit200,short,1970-01-01T00:00:01.672812152,10912.0,win,43,34.173912048339844,1002.9318594932556,2.096916381105521
17,HMA200_one_break_candle_MAexit200,long,1970-01-01T00:00:01.672814048,10832.0,loss,2,-5.529412269592285,997.4024472236633,2.636680380692449
