group,n_configs,avg_net,median_net,avg_pf,median_pf,avg_evR,pct_profitable
MA200,288,-1264.6207932366265,283.290771484375,0.9931214481973802,1.0020746748400353,-0.006610284542355892,51.388888888888886
MA144,264,-3524.9112874811344,-2939.30419921875,0.9822171944502447,0.9822217027976665,-0.015475608719800242,40.15151515151515
MA84,240,-8088.852479044596,-5901.371826171875,0.9634097786908167,0.9677469676122913,-0.03263965673134904,37.083333333333336
MA55,216,-11166.905259026422,-7917.634521484375,0.9597806955608874,0.9610199359729641,-0.03577407449223756,31.01851851851852
MA34,192,-19233.875367482502,-14409.71484375,0.9426736855634944,0.9468115802990288,-0.05082287606163304,23.4375
MA21,168,-31012.892533801853,-24742.4091796875,0.9223241454387223,0.9285301650995856,-0.06867481054647927,10.119047619047619
MA9,144,-59864.341834174265,-51470.23828125,0.893341108755854,0.8992939814312052,-0.09453127481362232,2.7777777777777777
